# profile_file data/benchmark_02_collapsar_disk_funnel.dat
# sigma_table data/sigma_nuN_CC_GBW.dat
# Enu_GeV 1e+12
# sigma_cm2_interpolated 1.64167e-30
# r_cm rho_gcm3 tau survival
5.67437e+07 2.87027e+06 1.0414e+08 0
5.6962e+07 2.84265e+06 1.03523e+08 0
5.71811e+07 2.81529e+06 1.0291e+08 0
5.7401e+07 2.7882e+06 1.02301e+08 0
5.76218e+07 2.76137e+06 1.01696e+08 0
5.78434e+07 2.73479e+06 1.01094e+08 0
5.80659e+07 2.70847e+06 1.00495e+08 0
5.82893e+07 2.6824e+06 9.98996e+07 0
5.85135e+07 2.65658e+06 9.93079e+07 0
5.87385e+07 2.63101e+06 9.87198e+07 0
5.89644e+07 2.60568e+06 9.81351e+07 0
5.91912e+07 2.5806e+06 9.75536e+07 0
5.94189e+07 2.55576e+06 9.69755e+07 0
5.96474e+07 2.53115e+06 9.64009e+07 0
5.98769e+07 2.50678e+06 9.58294e+07 0
6.01072e+07 2.48265e+06 9.52614e+07 0
6.03384e+07 2.45875e+06 9.46967e+07 0
6.05704e+07 2.43507e+06 9.41354e+07 0
6.08034e+07 2.41163e+06 9.35772e+07 0
6.10373e+07 2.38841e+06 9.30222e+07 0
6.12721e+07 2.36541e+06 9.24705e+07 0
6.15077e+07 2.34263e+06 9.19222e+07 0
6.17443e+07 2.32008e+06 9.13768e+07 0
6.19818e+07 2.29773e+06 9.08347e+07 0
6.22202e+07 2.27561e+06 9.02957e+07 0
6.24595e+07 2.25369e+06 8.976e+07 0
6.26997e+07 2.23199e+06 8.92274e+07 0
6.29409e+07 2.21049e+06 8.86977e+07 0
6.3183e+07 2.1892e+06 8.81712e+07 0
6.3426e+07 2.16811e+06 8.76478e+07 0
6.367e+07 2.14723e+06 8.71273e+07 0
6.39149e+07 2.12655e+06 8.66099e+07 0
6.41607e+07 2.10606e+06 8.60956e+07 0
6.44075e+07 2.08578e+06 8.55842e+07 0
6.46552e+07 2.06568e+06 8.50759e+07 0
6.49039e+07 2.04578e+06 8.45705e+07 0
6.51535e+07 2.02608e+06 8.40681e+07 0
6.54041e+07 2.00656e+06 8.35685e+07 0
6.56557e+07 1.98722e+06 8.30718e+07 0
6.59082e+07 1.96808e+06 8.25781e+07 0
6.61617e+07 1.94912e+06 8.20873e+07 0
6.64162e+07 1.93034e+06 8.15992e+07 0
6.66717e+07 1.91173e+06 8.1114e+07 0
6.69281e+07 1.89331e+06 8.06317e+07 0
6.71855e+07 1.87507e+06 8.01522e+07 0
6.74439e+07 1.857e+06 7.96755e+07 0
6.77034e+07 1.8391e+06 7.92014e+07 0
6.79638e+07 1.82138e+06 7.87302e+07 0
6.82252e+07 1.80383e+06 7.82618e+07 0
6.84876e+07 1.78644e+06 7.77961e+07 0
6.8751e+07 1.76922e+06 7.73332e+07 0
6.90154e+07 1.75217e+06 7.68729e+07 0
6.92809e+07 1.73528e+06 7.64152e+07 0
6.95474e+07 1.71855e+06 7.59602e+07 0
6.98149e+07 1.70199e+06 7.55079e+07 0
7.00834e+07 1.68558e+06 7.50583e+07 0
7.0353e+07 1.66933e+06 7.46112e+07 0
7.06236e+07 1.65324e+06 7.41668e+07 0
7.08952e+07 1.6373e+06 7.3725e+07 0
7.11679e+07 1.62151e+06 7.32857e+07 0
7.14416e+07 1.60588e+06 7.28491e+07 0
7.17164e+07 1.59039e+06 7.24149e+07 0
7.19923e+07 1.57506e+06 7.19832e+07 0
7.22692e+07 1.55987e+06 7.15541e+07 0
7.25471e+07 1.54483e+06 7.11276e+07 0
7.28262e+07 1.52993e+06 7.07034e+07 0
7.31063e+07 1.51518e+06 7.02818e+07 0
7.33875e+07 1.50056e+06 6.98626e+07 0
7.36697e+07 1.48609e+06 6.94459e+07 0
7.39531e+07 1.47176e+06 6.90316e+07 0
7.42375e+07 1.45756e+06 6.86198e+07 0
7.45231e+07 1.4435e+06 6.82102e+07 0
7.48097e+07 1.42958e+06 6.78032e+07 0
7.50975e+07 1.41579e+06 6.73984e+07 0
7.53863e+07 1.40213e+06 6.69961e+07 0
7.56763e+07 1.3886e+06 6.6596e+07 0
7.59673e+07 1.37521e+06 6.61985e+07 0
7.62595e+07 1.36194e+06 6.58031e+07 0
7.65528e+07 1.3488e+06 6.54101e+07 0
7.68473e+07 1.33578e+06 6.50193e+07 0
7.71429e+07 1.3229e+06 6.46308e+07 0
7.74396e+07 1.31013e+06 6.42446e+07 0
7.77374e+07 1.29749e+06 6.38608e+07 0
7.80364e+07 1.28497e+06 6.34791e+07 0
7.83366e+07 1.27257e+06 6.30995e+07 0
7.86379e+07 1.26029e+06 6.27223e+07 0
7.89404e+07 1.24812e+06 6.23472e+07 0
7.9244e+07 1.23608e+06 6.19744e+07 0
7.95488e+07 1.22415e+06 6.16037e+07 0
7.98548e+07 1.21233e+06 6.12352e+07 0
8.01619e+07 1.20063e+06 6.08689e+07 0
8.04702e+07 1.18904e+06 6.05047e+07 0
8.07797e+07 1.17756e+06 6.01426e+07 0
8.10904e+07 1.16619e+06 5.97827e+07 0
8.14023e+07 1.15493e+06 5.94248e+07 0
8.17154e+07 1.14378e+06 5.9069e+07 0
8.20297e+07 1.13274e+06 5.87153e+07 0
8.23452e+07 1.1218e+06 5.83637e+07 0
8.2662e+07 1.11097e+06 5.80141e+07 0
8.29799e+07 1.10024e+06 5.76666e+07 0
8.32991e+07 1.08962e+06 5.73211e+07 0
8.36195e+07 1.07909e+06 5.69776e+07 0
8.39411e+07 1.06867e+06 5.66362e+07 0
8.4264e+07 1.05835e+06 5.62967e+07 0
8.45881e+07 1.04813e+06 5.59592e+07 0
8.49134e+07 1.038e+06 5.56237e+07 0
8.524e+07 1.02798e+06 5.52902e+07 0
8.55679e+07 1.01805e+06 5.49586e+07 0
8.5897e+07 1.00821e+06 5.46289e+07 0
8.62274e+07 998474 5.43012e+07 0
8.6559e+07 988828 5.39754e+07 0
8.6892e+07 979275 5.36515e+07 0
8.72262e+07 969813 5.33295e+07 0
8.75617e+07 960443 5.30094e+07 0
8.78985e+07 951163 5.26911e+07 0
8.82366e+07 941971 5.23747e+07 0
8.85759e+07 932869 5.20602e+07 0
8.89166e+07 923854 5.17476e+07 0
8.92586e+07 914925 5.14367e+07 0
8.96019e+07 906083 5.11277e+07 0
8.99466e+07 897325 5.08204e+07 0
9.02925e+07 888652 5.0515e+07 0
9.06398e+07 880062 5.02114e+07 0
9.09885e+07 871555 4.99094e+07 0
9.13384e+07 863130 4.96094e+07 0
9.16897e+07 854786 4.93111e+07 0
9.20424e+07 846522 4.90145e+07 0
9.23964e+07 838337 4.87196e+07 0
9.27518e+07 830232 4.84265e+07 0
9.31086e+07 822204 4.81351e+07 0
9.34667e+07 814254 4.78454e+07 0
9.38262e+07 806380 4.75574e+07 0
9.41871e+07 798582 4.72711e+07 0
9.45494e+07 790859 4.69864e+07 0
9.4913e+07 783210 4.67035e+07 0
9.52781e+07 775635 4.64222e+07 0
9.56445e+07 768132 4.61426e+07 0
9.60124e+07 760702 4.58645e+07 0
9.63817e+07 753344 4.55881e+07 0
9.67524e+07 746056 4.53134e+07 0
9.71246e+07 738839 4.50402e+07 0
9.74981e+07 731691 4.47687e+07 0
9.78731e+07 724611 4.44987e+07 0
9.82496e+07 717600 4.42303e+07 0
9.86275e+07 710657 4.39635e+07 0
9.90068e+07 703780 4.36983e+07 0
9.93877e+07 696969 4.34346e+07 0
9.97699e+07 690224 4.31725e+07 0
1.00154e+08 683544 4.29117e+07 0
1.00539e+08 676929 4.26527e+07 0
1.00926e+08 670377 4.2395e+07 0
1.01314e+08 663888 4.21391e+07 0
1.01703e+08 657461 4.1885e+07 0
1.02095e+08 651097 4.16314e+07 0
1.02487e+08 644793 4.13803e+07 0
1.02882e+08 638551 4.11298e+07 0
1.03277e+08 632368 4.08816e+07 0
1.03674e+08 626245 4.06346e+07 0
1.04073e+08 620181 4.03888e+07 0
1.04474e+08 614176 4.01441e+07 0
1.04875e+08 608228 3.99018e+07 0
1.05279e+08 602338 3.966e+07 0
1.05684e+08 596504 3.942e+07 0
1.0609e+08 590727 3.91818e+07 0
1.06498e+08 585005 3.89446e+07 0
1.06908e+08 579338 3.87087e+07 0
1.07319e+08 573726 3.84744e+07 0
1.07732e+08 568168 3.82413e+07 0
1.08146e+08 562663 3.80099e+07 0
1.08562e+08 557212 3.77796e+07 0
1.0898e+08 551813 3.75504e+07 0
1.09399e+08 546466 3.73229e+07 0
1.0982e+08 541170 3.70966e+07 0
1.10242e+08 535926 3.68719e+07 0
1.10666e+08 530732 3.66483e+07 0
1.11092e+08 525588 3.64259e+07 0
1.11519e+08 520494 3.62051e+07 0
1.11948e+08 515449 3.59854e+07 0
1.12379e+08 510452 3.57669e+07 0
1.12811e+08 505504 3.55499e+07 0
1.13245e+08 500603 3.53341e+07 0
1.1368e+08 495750 3.51198e+07 0
1.14118e+08 490943 3.49062e+07 0
1.14556e+08 486183 3.46946e+07 0
1.14997e+08 481468 3.44837e+07 0
1.15439e+08 476799 3.42743e+07 0
1.15883e+08 472176 3.4066e+07 0
1.16329e+08 467596 3.38588e+07 0
1.16777e+08 463061 3.36528e+07 0
1.17226e+08 458569 3.34482e+07 0
1.17677e+08 454121 3.32447e+07 0
1.18129e+08 449716 3.30428e+07 0
1.18584e+08 445353 3.28415e+07 0
1.1904e+08 441032 3.26417e+07 0
1.19498e+08 436753 3.24429e+07 0
1.19957e+08 432515 3.22457e+07 0
1.20419e+08 428318 3.20491e+07 0
1.20882e+08 424162 3.1854e+07 0
1.21347e+08 420045 3.166e+07 0
1.21813e+08 415968 3.14674e+07 0
1.22282e+08 411931 3.12754e+07 0
1.22752e+08 407932 3.1085e+07 0
1.23224e+08 403973 3.08955e+07 0
1.23698e+08 400051 3.07071e+07 0
1.24174e+08 396167 3.05198e+07 0
1.24652e+08 392321 3.03335e+07 0
1.25131e+08 388511 3.01486e+07 0
1.25613e+08 384739 2.99644e+07 0
1.26096e+08 381003 2.97816e+07 0
1.26581e+08 377302 2.95998e+07 0
1.27068e+08 373638 2.9419e+07 0
1.27556e+08 370009 2.92396e+07 0
1.28047e+08 366415 2.90609e+07 0
1.28539e+08 362856 2.88835e+07 0
1.29034e+08 359331 2.87068e+07 0
1.2953e+08 355840 2.85314e+07 0
1.30028e+08 352382 2.83571e+07 0
1.30528e+08 348958 2.81837e+07 0
1.31031e+08 345568 2.80111e+07 0
1.31535e+08 342209 2.78397e+07 0
1.3204e+08 338884 2.76697e+07 0
1.32548e+08 335590 2.75003e+07 0
1.33058e+08 332328 2.73319e+07 0
1.3357e+08 329098 2.71645e+07 0
1.34084e+08 325899 2.69981e+07 0
1.34599e+08 322730 2.6833e+07 0
1.35117e+08 319593 2.66685e+07 0
1.35637e+08 316485 2.6505e+07 0
1.36158e+08 313408 2.63428e+07 0
1.36682e+08 310360 2.61812e+07 0
1.37208e+08 307342 2.60206e+07 0
1.37736e+08 304353 2.5861e+07 0
1.38265e+08 301393 2.57026e+07 0
1.38797e+08 298461 2.55448e+07 0
1.39331e+08 295558 2.5388e+07 0
1.39867e+08 292682 2.52322e+07 0
1.40405e+08 289835 2.50772e+07 0
1.40945e+08 287015 2.49233e+07 0
1.41487e+08 284222 2.47702e+07 0
1.42031e+08 281456 2.46181e+07 0
1.42578e+08 278717 2.44666e+07 0
1.43126e+08 276005 2.43164e+07 0
1.43677e+08 273318 2.41668e+07 0
1.44229e+08 270658 2.40183e+07 0
1.44784e+08 268023 2.38705e+07 0
1.45341e+08 265414 2.37237e+07 0
1.459e+08 262830 2.35777e+07 0
1.46461e+08 260271 2.34326e+07 0
1.47024e+08 257736 2.32885e+07 0
1.4759e+08 255227 2.3145e+07 0
1.48157e+08 252741 2.30026e+07 0
1.48727e+08 250279 2.28608e+07 0
1.49299e+08 247842 2.272e+07 0
1.49874e+08 245427 2.25798e+07 0
1.5045e+08 243037 2.24407e+07 0
1.51029e+08 240669 2.23023e+07 0
1.5161e+08 238324 2.21647e+07 0
1.52193e+08 236002 2.2028e+07 0
1.52778e+08 233702 2.18922e+07 0
1.53366e+08 231424 2.1757e+07 0
1.53956e+08 229169 2.16227e+07 0
1.54548e+08 226935 2.14892e+07 0
1.55142e+08 224723 2.13566e+07 0
1.55739e+08 222533 2.12246e+07 0
1.56338e+08 220363 2.10934e+07 0
1.56939e+08 218214 2.09632e+07 0
1.57543e+08 216087 2.08335e+07 0
1.58149e+08 213980 2.07047e+07 0
1.58757e+08 211893 2.05767e+07 0
1.59368e+08 209826 2.04493e+07 0
1.59981e+08 207780 2.03228e+07 0
1.60596e+08 205753 2.0197e+07 0
1.61214e+08 203746 2.00719e+07 0
1.61834e+08 201758 1.99477e+07 0
1.62456e+08 199789 1.98242e+07 0
1.63081e+08 197840 1.97014e+07 0
1.63709e+08 195909 1.95791e+07 0
1.64338e+08 193997 1.94579e+07 0
1.6497e+08 192104 1.93373e+07 0
1.65605e+08 190229 1.92173e+07 0
1.66242e+08 188372 1.9098e+07 0
1.66881e+08 186533 1.89796e+07 0
1.67523e+08 184712 1.88618e+07 0
1.68167e+08 182908 1.87448e+07 0
1.68814e+08 181122 1.86284e+07 0
1.69464e+08 179353 1.85125e+07 0
1.70115e+08 177602 1.83977e+07 0
1.7077e+08 175867 1.82832e+07 0
1.71427e+08 174149 1.81695e+07 0
1.72086e+08 172448 1.80566e+07 0
1.72748e+08 170763 1.79443e+07 0
1.73412e+08 169094 1.78328e+07 0
1.74079e+08 167442 1.77218e+07 0
1.74749e+08 165806 1.76114e+07 0
1.75421e+08 164185 1.75018e+07 0
1.76096e+08 162581 1.73928e+07 0
1.76773e+08 160991 1.72845e+07 0
1.77453e+08 159418 1.71768e+07 0
1.78135e+08 157859 1.70698e+07 0
1.78821e+08 156315 1.69633e+07 0
1.79508e+08 154787 1.68577e+07 0
1.80199e+08 153273 1.67524e+07 0
1.80892e+08 151774 1.66479e+07 0
1.81588e+08 150290 1.6544e+07 0
1.82286e+08 148820 1.64408e+07 0
1.82987e+08 147364 1.63382e+07 0
1.83691e+08 145922 1.62361e+07 0
1.84398e+08 144494 1.61346e+07 0
1.85107e+08 143080 1.60338e+07 0
1.85819e+08 141680 1.59336e+07 0
1.86534e+08 140293 1.5834e+07 0
1.87251e+08 138920 1.5735e+07 0
1.87971e+08 137560 1.56366e+07 0
1.88694e+08 136213 1.55387e+07 0
1.8942e+08 134880 1.54415e+07 0
1.90149e+08 133559 1.53447e+07 0
1.9088e+08 132251 1.52487e+07 0
1.91614e+08 130956 1.51532e+07 0
1.92351e+08 129673 1.50582e+07 0
1.93091e+08 128403 1.49638e+07 0
1.93834e+08 127145 1.487e+07 0
1.94579e+08 125899 1.47768e+07 0
1.95328e+08 124666 1.4684e+07 0
1.96079e+08 123444 1.45919e+07 0
1.96833e+08 122234 1.45003e+07 0
1.9759e+08 121036 1.44093e+07 0
1.9835e+08 119850 1.43188e+07 0
1.99113e+08 118675 1.42288e+07 0
1.99879e+08 117511 1.41394e+07 0
2.00648e+08 116359 1.40505e+07 0
2.01419e+08 115218 1.39623e+07 0
2.02194e+08 114088 1.38744e+07 0
2.02972e+08 112969 1.37871e+07 0
2.03753e+08 111861 1.37003e+07 0
2.04536e+08 110764 1.36141e+07 0
2.05323e+08 109677 1.35284e+07 0
2.06113e+08 108601 1.34431e+07 0
2.06905e+08 107535 1.33585e+07 0
2.07701e+08 106480 1.32743e+07 0
2.085e+08 105435 1.31906e+07 0
2.09302e+08 104400 1.31074e+07 0
2.10107e+08 103375 1.30247e+07 0
2.10915e+08 102360 1.29426e+07 0
2.11727e+08 101355 1.28608e+07 0
2.12541e+08 100359 1.27796e+07 0
2.13358e+08 99373.7 1.2699e+07 0
2.14179e+08 98397.7 1.26187e+07 0
2.15003e+08 97431.1 1.25389e+07 0
2.1583e+08 96473.9 1.24597e+07 0
2.1666e+08 95526 1.23809e+07 0
2.17493e+08 94587.3 1.23026e+07 0
2.1833e+08 93657.7 1.22247e+07 0
2.1917e+08 92737.2 1.21473e+07 0
2.20013e+08 91825.6 1.20704e+07 0
2.20859e+08 90922.9 1.1994e+07 0
2.21708e+08 90029 1.19181e+07 0
2.22561e+08 89143.7 1.18425e+07 0
2.23417e+08 88267.1 1.17674e+07 0
2.24276e+08 87399 1.16928e+07 0
2.25139e+08 86539.3 1.16186e+07 0
2.26005e+08 85688 1.15449e+07 0
2.26874e+08 84845 1.14717e+07 0
2.27747e+08 84010.1 1.13988e+07 0
2.28623e+08 83183.4 1.13264e+07 0
2.29502e+08 82364.8 1.12545e+07 0
2.30385e+08 81554.1 1.11829e+07 0
2.31271e+08 80751.3 1.11118e+07 0
2.32161e+08 79956.3 1.10411e+07 0
2.33054e+08 79169 1.09709e+07 0
2.3395e+08 78389.4 1.09011e+07 0
2.3485e+08 77617.4 1.08317e+07 0
2.35753e+08 76852.9 1.07627e+07 0
2.3666e+08 76095.8 1.06942e+07 0
2.3757e+08 75346.1 1.06261e+07 0
2.38484e+08 74603.8 1.05583e+07 0
2.39401e+08 73868.6 1.0491e+07 0
2.40322e+08 73140.6 1.04241e+07 0
2.41246e+08 72419.7 1.03576e+07 0
2.42174e+08 71705.8 1.02915e+07 0
2.43106e+08 70998.9 1.02257e+07 0
2.44041e+08 70298.8 1.01604e+07 0
2.44979e+08 69605.6 1.00956e+07 0
2.45922e+08 68919.1 1.0031e+07 0
2.46868e+08 68239.3 9.96684e+06 0
2.47817e+08 67566.1 9.90314e+06 0
2.4877e+08 66899.5 9.83979e+06 0
2.49727e+08 66239.4 9.77681e+06 0
2.50688e+08 65585.7 9.71419e+06 0
2.51652e+08 64938.4 9.65199e+06 0
2.5262e+08 64297.4 9.59015e+06 0
2.53592e+08 63662.7 9.52867e+06 0
2.54567e+08 63034.1 9.46761e+06 0
2.55546e+08 62411.7 9.4069e+06 0
2.56529e+08 61795.3 9.34654e+06 0
2.57516e+08 61184.9 9.28654e+06 0
2.58506e+08 60580.5 9.22695e+06 0
2.595e+08 59982 9.16771e+06 0
2.60499e+08 59389.3 9.10877e+06 0
2.615e+08 58802.4 9.05028e+06 0
2.62506e+08 58221.3 8.99209e+06 0
2.63516e+08 57645.8 8.93424e+06 0
2.6453e+08 57075.9 8.87674e+06 0
2.65547e+08 56511.6 8.81964e+06 0
2.66568e+08 55952.7 8.76288e+06 0
2.67594e+08 55399.4 8.7064e+06 0
2.68623e+08 54851.4 8.65032e+06 0
2.69656e+08 54308.8 8.59458e+06 0
2.70693e+08 53771.5 8.53918e+06 0
2.71734e+08 53239.4 8.48411e+06 0
2.7278e+08 52712.5 8.42933e+06 0
2.73829e+08 52190.8 8.37493e+06 0
2.74882e+08 51674.2 8.32087e+06 0
2.75939e+08 51162.6 8.26714e+06 0
2.77001e+08 50656 8.21369e+06 0
2.78066e+08 50154.3 8.16062e+06 0
2.79136e+08 49657.6 8.10782e+06 0
2.80209e+08 49165.7 8.05541e+06 0
2.81287e+08 48678.6 8.00327e+06 0
2.82369e+08 48196.2 7.95145e+06 0
2.83455e+08 47718.6 7.89996e+06 0
2.84545e+08 47245.7 7.8488e+06 0
2.8564e+08 46777.3 7.7979e+06 0
2.86738e+08 46313.6 7.74738e+06 0
2.87841e+08 45854.4 7.69713e+06 0
2.88948e+08 45399.6 7.64719e+06 0
2.9006e+08 44949.4 7.59753e+06 0
2.91175e+08 44503.5 7.54822e+06 0
2.92295e+08 44061.9 7.49919e+06 0
2.9342e+08 43624.7 7.45043e+06 0
2.94548e+08 43191.8 7.40202e+06 0
2.95681e+08 42763.1 7.35388e+06 0
2.96818e+08 42338.6 7.30605e+06 0
2.9796e+08 41918.3 7.25849e+06 0
2.99106e+08 41502 7.21123e+06 0
3.00257e+08 41089.9 7.16424e+06 0
3.01411e+08 40681.7 7.11759e+06 0
3.02571e+08 40277.6 7.07117e+06 0
3.03735e+08 39877.4 7.02505e+06 0
3.04903e+08 39481.2 6.97923e+06 0
3.06076e+08 39088.8 6.93367e+06 0
3.07253e+08 38700.2 6.88841e+06 0
3.08435e+08 38315.5 6.84341e+06 0
3.09621e+08 37934.5 6.79871e+06 0
3.10812e+08 37557.3 6.75427e+06 0
3.12007e+08 37183.7 6.71012e+06 0
3.13207e+08 36813.9 6.66622e+06 0
3.14412e+08 36447.6 6.62259e+06 0
3.15621e+08 36084.9 6.57924e+06 0
3.16835e+08 35725.8 6.53614e+06 0
3.18054e+08 35370.2 6.4933e+06 0
3.19277e+08 35018.1 6.45075e+06 0
3.20505e+08 34669.4 6.40845e+06 0
3.21738e+08 34324.2 6.3664e+06 0
3.22976e+08 33982.3 6.3246e+06 0
3.24218e+08 33643.8 6.28308e+06 0
3.25465e+08 33308.6 6.24181e+06 0
3.26717e+08 32976.7 6.20078e+06 0
3.27973e+08 32648 6.16004e+06 0
3.29235e+08 32322.6 6.11951e+06 0
3.30501e+08 32000.4 6.07926e+06 0
3.31772e+08 31681.3 6.03925e+06 0
3.33049e+08 31365.4 5.99945e+06 0
3.3433e+08 31052.5 5.95992e+06 0
3.35615e+08 30742.7 5.92067e+06 0
3.36906e+08 30436 5.88163e+06 0
3.38202e+08 30132.3 5.84283e+06 0
3.39503e+08 29831.5 5.80426e+06 0
3.40809e+08 29533.7 5.76594e+06 0
3.4212e+08 29238.9 5.72785e+06 0
3.43436e+08 28946.9 5.69e+06 0
3.44757e+08 28657.8 5.65238e+06 0
3.46083e+08 28371.5 5.615e+06 0
3.47414e+08 28088.1 5.57786e+06 0
3.4875e+08 27807.4 5.54094e+06 0
3.50091e+08 27529.5 5.50426e+06 0
3.51438e+08 27254.3 5.46778e+06 0
3.5279e+08 26981.8 5.43154e+06 0
3.54147e+08 26712 5.39552e+06 0
3.55509e+08 26444.9 5.35973e+06 0
3.56876e+08 26180.4 5.32417e+06 0
3.58249e+08 25918.4 5.28881e+06 0
3.59627e+08 25659.1 5.25368e+06 0
3.6101e+08 25402.3 5.21877e+06 0
3.62399e+08 25148 5.18406e+06 0
3.63792e+08 24896.3 5.1496e+06 0
3.65192e+08 24647 5.11532e+06 0
3.66596e+08 24400.1 5.08128e+06 0
3.68006e+08 24155.7 5.04743e+06 0
3.69422e+08 23913.7 5.01379e+06 0
3.70843e+08 23674.1 4.98036e+06 0
3.72269e+08 23436.8 4.94715e+06 0
3.73701e+08 23201.9 4.91414e+06 0
3.75138e+08 22969.3 4.88134e+06 0
3.76581e+08 22738.9 4.84874e+06 0
3.7803e+08 22510.9 4.81633e+06 0
3.79484e+08 22285.1 4.78413e+06 0
3.80943e+08 22061.5 4.75215e+06 0
3.82408e+08 21840.1 4.72035e+06 0
3.83879e+08 21620.9 4.68875e+06 0
3.85356e+08 21403.8 4.65734e+06 0
3.86838e+08 21188.9 4.62614e+06 0
3.88326e+08 20976.1 4.59512e+06 0
3.8982e+08 20765.5 4.5643e+06 0
3.91319e+08 20556.8 4.53368e+06 0
3.92824e+08 20350.3 4.50324e+06 0
3.94335e+08 20145.8 4.473e+06 0
3.95852e+08 19943.3 4.44294e+06 0
3.97374e+08 19742.7 4.41308e+06 0
3.98903e+08 19544.2 4.38338e+06 0
4.00437e+08 19347.6 4.35389e+06 0
4.01977e+08 19153 4.32458e+06 0
4.03523e+08 18960.3 4.29546e+06 0
4.05075e+08 18769.5 4.26651e+06 0
4.06633e+08 18580.6 4.23775e+06 0
4.08197e+08 18393.5 4.20916e+06 0
4.09768e+08 18208.3 4.18074e+06 0
4.11344e+08 18024.9 4.15251e+06 0
4.12926e+08 17843.3 4.12446e+06 0
4.14514e+08 17663.5 4.09659e+06 0
4.16108e+08 17485.5 4.06889e+06 0
4.17709e+08 17309.3 4.04136e+06 0
4.19315e+08 17134.8 4.01401e+06 0
4.20928e+08 16962 3.98683e+06 0
4.22547e+08 16790.9 3.95981e+06 0
4.24173e+08 16621.5 3.93296e+06 0
4.25804e+08 16453.8 3.90629e+06 0
4.27442e+08 16287.8 3.87978e+06 0
4.29086e+08 16123.4 3.85344e+06 0
4.30736e+08 15960.6 3.82727e+06 0
4.32393e+08 15799.4 3.80126e+06 0
4.34056e+08 15639.8 3.77542e+06 0
4.35726e+08 15481.8 3.74972e+06 0
4.37402e+08 15325.4 3.7242e+06 0
4.39084e+08 15170.5 3.69885e+06 0
4.40773e+08 15017.1 3.67364e+06 0
4.42468e+08 14865.3 3.6486e+06 0
4.4417e+08 14715 3.62372e+06 0
4.45878e+08 14566.1 3.599e+06 0
4.47593e+08 14418.8 3.57442e+06 0
4.49315e+08 14272.8 3.55e+06 0
4.51043e+08 14128.4 3.52574e+06 0
4.52778e+08 13985.3 3.50163e+06 0
4.54519e+08 13843.7 3.47768e+06 0
4.56268e+08 13703.5 3.45386e+06 0
4.58023e+08 13564.7 3.43021e+06 0
4.59784e+08 13427.2 3.40671e+06 0
4.61553e+08 13291.1 3.38335e+06 0
4.63328e+08 13156.4 3.36014e+06 0
4.6511e+08 13023 3.33708e+06 0
4.66899e+08 12890.9 3.31416e+06 0
4.68695e+08 12760.2 3.29139e+06 0
4.70498e+08 12630.7 3.26876e+06 0
4.72307e+08 12502.5 3.24629e+06 0
4.74124e+08 12375.6 3.22394e+06 0
4.75948e+08 12249.9 3.20174e+06 0
4.77778e+08 12125.5 3.17969e+06 0
4.79616e+08 12002.4 3.15777e+06 0
4.81461e+08 11880.4 3.13599e+06 0
4.83313e+08 11759.7 3.11434e+06 0
4.85172e+08 11640.2 3.09284e+06 0
4.87038e+08 11521.8 3.07148e+06 0
4.88911e+08 11404.6 3.05025e+06 0
4.90791e+08 11288.6 3.02916e+06 0
4.92679e+08 11173.8 3.0082e+06 0
4.94574e+08 11060.1 2.98737e+06 0
4.96476e+08 10947.5 2.96668e+06 0
4.98386e+08 10836 2.94611e+06 0
5.00303e+08 10725.7 2.92568e+06 0
5.02227e+08 10616.4 2.90538e+06 0
5.04159e+08 10508.2 2.88521e+06 0
5.06098e+08 10401.1 2.86517e+06 0
5.08045e+08 10295.1 2.84525e+06 0
5.09999e+08 10190.1 2.82546e+06 0
5.1196e+08 10086.2 2.80581e+06 0
5.1393e+08 9983.31 2.78626e+06 0
5.15906e+08 9881.44 2.76686e+06 0
5.17891e+08 9780.59 2.74757e+06 0
5.19883e+08 9680.74 2.7284e+06 0
5.21882e+08 9581.89 2.70937e+06 0
5.2389e+08 9484.02 2.69044e+06 0
5.25905e+08 9387.13 2.67165e+06 0
5.27927e+08 9291.2 2.65298e+06 0
5.29958e+08 9196.23 2.63442e+06 0
5.31996e+08 9102.21 2.61598e+06 0
5.34043e+08 9009.12 2.59766e+06 0
5.36097e+08 8916.96 2.57946e+06 0
5.38159e+08 8825.73 2.56137e+06 0
5.40229e+08 8735.4 2.5434e+06 0
5.42306e+08 8645.97 2.52556e+06 0
5.44392e+08 8557.44 2.50782e+06 0
5.46486e+08 8469.79 2.49019e+06 0
5.48588e+08 8383.02 2.47268e+06 0
5.50698e+08 8297.11 2.45528e+06 0
5.52816e+08 8212.06 2.438e+06 0
5.54943e+08 8127.86 2.42082e+06 0
5.57077e+08 8044.5 2.40376e+06 0
5.5922e+08 7961.98 2.3868e+06 0
5.61371e+08 7880.28 2.36996e+06 0
5.6353e+08 7799.39 2.35323e+06 0
5.65697e+08 7719.32 2.3366e+06 0
5.67873e+08 7640.05 2.32008e+06 0
5.70057e+08 7561.57 2.30367e+06 0
5.7225e+08 7483.87 2.28736e+06 0
5.74451e+08 7406.95 2.27116e+06 0
5.76661e+08 7330.81 2.25506e+06 0
5.78879e+08 7255.42 2.23907e+06 0
5.81105e+08 7180.79 2.22318e+06 0
5.8334e+08 7106.91 2.2074e+06 0
5.85584e+08 7033.76 2.19171e+06 0
5.87836e+08 6961.35 2.17613e+06 0
5.90097e+08 6889.67 2.16065e+06 0
5.92367e+08 6818.7 2.14527e+06 0
